TIME,MESSAGE_TYPE,AIR_TIME,RX_TIME,MESSAGE_ID,NODE_ID,SNR,RSSI,BANDWIDTH,SPREADING_FACTOR,CODING_RATE,HOP_LIMT,HOP_START,PAYLOAD_SIZE,LAT,LON,TRACEROUTE
 ----- No Nodes Discovered -----
